n°	unvoc	vocal	cat	freq	haraka
11453	تُوتِيّ	توتي	adj	3093	َ
11455	صَمُود	صمود	adj	3092	َ
11457	رِوِش	روش	adj	3089	َ
11466	فَعّالِيّ	فعالي	adj	3085	َ
11468	زاخِر	زاخر	adj	3085	َ
11481	مُخِلّ	مخل	adj	3075	َ
11486	اِنْفِعالِيّ	انفعالي	adj	3072	َ
11505	مُعَجَّل	معجل	adj	3063	َ
11506	كَئِيب	كئيب	adj	3062	َ
11507	دُبِّيّ	دبي	adj	3061	َ
11511	هَدّام	هدام	adj	3058	َ
11520	مُبَعْثَر	مبعثر	adj	3053	َ
11524	تَوْراتِيّ	توراتي	adj	3050	َ
11526	مُفَرْقِع	مفرقع	adj	3050	َ
11531	وَبائِيّ	وبائي	adj	3045	َ
11534	اِسْتِيعابِيّ	استيعابي	adj	3045	َ
11535	مُحَيَّر	محير	adj	3044	َ
11537	قائِم	قائم	adj	3043	َ
11538	مَقْرُون	مقرون	adj	3042	َ
11548	مُصَرَّح	مصرح	adj	3034	َ
11549	مَقْرُوء	مقروء	adj	3034	َ
11555	تَقاعُدِيّ	تقاعدي	adj	3032	َ
11559	مَكْتَبِيّ	مكتبي	adj	3029	َ
11560	مَغْفُور	مغفور	adj	3028	َ
11572	مَطْعُون	مطعون	adj	3017	َ
11575	ثَأْريّ	ثأري	adj	3016	َ
11576	يَقِظ	يقظ	adj	3015	َ
11591	مُصَوَّر	مصور	adj	3008	َ
11592	غَيُور	غيور	adj	3008	َ
11602	مُدَوَّر	مدور	adj	3004	َ
11603	قَمَرِيّ	قمري	adj	3004	َ
11604	آثِم	آثم	adj	3003	َ
11613	مُتَحَكِّم	متحكم	adj	2999	َ
11614	مَكْسُور	مكسور	adj	2999	َ
11631	تَنَفُّسِيّ	تنفسي	adj	2987	َ
11633	جارِح	جارح	adj	2987	َ
11638	مَغْنَطِيسِيّ	مغنطيسي	adj	2986	َ
11639	مُخْتَلّ	مختل	adj	2985	َ
11640	عَضَلِيّ	عضلي	adj	2984	َ
11655	عَكِر	عكر	adj	2976	َ
11656	مُرْهَف	مرهف	adj	2975	َ
11657	مُعافَى	معافى	adj	2974	َ
11665	رَنّان	رنان	adj	2972	َ
11668	اِعْتِراضِيّ	اعتراضي	adj	2969	َ
11674	مِيثاقِيّ	ميثاقي	adj	2967	َ
11680	مَقْصُور	مقصور	adj	2965	َ
11683	مُتَعَطِّش	متعطش	adj	2963	َ
11691	مُصَنَّع	مصنع	adj	2956	َ
11694	سِلَعِيّ	سلعي	adj	2954	َ
11700	قَرْنِيّ	قرني	adj	2951	َ
11709	خادِع	خادع	adj	2946	َ
11713	بُخارِيّ	بخاري	adj	2944	َ
11720	شُعُورِيّ	شعوري	adj	2940	َ
11726	مُحْتَشِد	محتشد	adj	2937	َ
11736	ثاقِب	ثاقب	adj	2931	َ
11737	رَوِيّ	روي	adj	2930	َ
11744	مُسْتَخْرَج	مستخرج	adj	2928	َ
11754	كازاخْستانِيّ	كازاخستاني	adj	2919	َ
11755	مُخْتَرَع	مخترع	adj	2919	َ
11767	فِطْرِيّ	فطري	adj	2913	َ
11771	مُتَسامِح	متسامح	adj	2910	َ
11777	ماكِر	ماكر	adj	2904	َ
11793	وَثَنِيّ	وثني	adj	2888	َ
11794	واهِن	واهن	adj	2888	َ
11807	أُسْطُورِيّ	أسطوري	adj	2881	َ
11810	بَقَرِيّ	بقري	adj	2879	َ
11812	سُمِّيّ	سمي	adj	2877	َ
11814	حَرِيرِيّ	حريري	adj	2877	َ
11843	بائِد	بائد	adj	2852	َ
11850	قُطْرِيّ	قطري	adj	2846	َ
11851	حَبِيس	حبيس	adj	2845	َ
11854	تِبِتِيّ	تبتي	adj	2844	َ
11859	اِسْتِكْشافِيّ	استكشافي	adj	2841	َ
11860	مُسْتَطِيل	مستطيل	adj	2841	َ
11861	لَعِين	لعين	adj	2841	َ
11865	ماضِي	ماضي	adj	2839	َ
11866	داكِن	داكن	adj	2839	َ
11868	تَأْبِينِيّ	تأبيني	adj	2838	َ
11869	قَوْقازِيّ	قوقازي	adj	2837	َ
11879	فالِح	فالح	adj	2833	َ
11885	مُجَدِّد	مجدد	adj	2830	َ
11902	قَصّاص	قصاص	adj	2817	َ
11905	أَيْمَن	أيمن	adj	2816	َ
11913	مِزاجِيّ	مزاجي	adj	2812	َ
11915	مَيْمُون	ميمون	adj	2811	َ
11921	رَعَوِيّ	رعوي	adj	2806	َ
11927	سِيرالِيُونِيّ	سيراليوني	adj	2802	َ
11928	نَوَرِيّ	نوري	adj	2802	َ
11929	إِجْرائِيّ	إجرائي	adj	2802	َ
11936	مُخْجِل	مخجل	adj	2800	َ
11966	مَنْهِيّ	منهي	adj	2784	َ
11967	مَوْهُوب	موهوب	adj	2783	َ
11970	قَصِيم	قصيم	adj	2782	َ
11976	فَوْقِيّ	فوقي	adj	2777	َ
11978	مُتَهَوِّر	متهور	adj	2774	َ
11981	كَيِّس	كيس	adj	2770	َ
11984	مُحَتَّم	محتم	adj	2769	َ
11988	عافِي	عافي	adj	2766	َ
11989	ناضِر	ناضر	adj	2765	َ
11990	مَرْوِيّ	مروي	adj	2764	َ
11991	مُفْجِع	مفجع	adj	2764	َ
11993	قُلاعِيّ	قلاعي	adj	2762	َ
12005	كَيْفِيّ	كيفي	adj	2757	َ
12006	مُنْهَمِك	منهمك	adj	2757	َ
12011	مُناشِد	مناشد	adj	2754	َ
12013	تَحْرِيرِيّ	تحريري	adj	2752	َ
12015	تَثْقِيفِيّ	تثقيفي	adj	2751	َ
12019	طامِع	طامع	adj	2748	َ
12022	مُفَجِّر	مفجر	adj	2747	َ
12024	بَغْدادِيّ	بغدادي	adj	2747	َ
12033	مُسَلِّط	مسلط	adj	2737	َ
12038	حِمائِيّ	حمائي	adj	2734	َ
12042	مُتَناسِق	متناسق	adj	2732	َ
12043	تَفْجِيرِيّ	تفجيري	adj	2731	َ
12054	طُوباوِيّ	طوباوي	adj	2724	َ
12057	أَرْقَى	أرقى	adj	2722	َ
12061	مَسْمُوم	مسموم	adj	2721	َ
12062	أَنْدَلُسِيّ	أندلسي	adj	2720	َ
12064	أَزْهَر	أزهر	adj	2719	َ
12065	وَمِد	ومد	adj	2719	َ
12077	مُتَفَرِّد	متفرد	adj	2710	َ
12082	مَأْثُور	مأثور	adj	2708	َ
12085	مُحْتَفَى	محتفى	adj	2706	َ
12087	مُبالَغ	مبالغ	adj	2704	َ
12088	سُخْرِيّ	سخري	adj	2704	َ
12092	مُتَصَلِّب	متصلب	adj	2702	َ
12094	مَنْفِيّ	منفي	adj	2701	َ
12098	تاجِيّ	تاجي	adj	2699	َ
12103	تَصْوِيرِيّ	تصويري	adj	2695	َ
12118	ظَنِّيّ	ظني	adj	2683	َ
12120	مُرْتَبِك	مرتبك	adj	2682	َ
12122	مُحْتَفِظ	محتفظ	adj	2681	َ
12125	مُعْفَى	معفى	adj	2679	َ
12126	كَمِّيّ	كمي	adj	2679	َ
12139	شَرْطِيّ	شرطي	adj	2675	َ
12142	جِيبُوتِيّ	جيبوتي	adj	2674	َ
12144	بَيْتِيّ	بيتي	adj	2674	َ
12145	ذَكَرِيّ	ذكري	adj	2674	َ
12148	خاوِي	خاوي	adj	2673	َ
12155	نَثْرِيّ	نثري	adj	2669	َ
12161	راضِع	راضع	adj	2665	َ
12162	مَعْقُود	معقود	adj	2665	َ
12171	سَنُوسِيّ	سنوسي	adj	2660	َ
12175	اِحْتِكارِيّ	احتكاري	adj	2658	َ
12177	بَرْقِيّ	برقي	adj	2654	َ
12179	إِلْزامِيّ	إلزامي	adj	2653	َ
12182	كَرِه	كره	adj	2652	َ
12185	هَنِيء	هنيء	adj	2650	َ
12189	مُسَدَّس	مسدس	adj	2649	َ
12190	مُعانِي	معاني	adj	2649	َ
12202	مُنْزَعِج	منزعج	adj	2644	َ
12204	مُتَعاظِم	متعاظم	adj	2642	َ
12212	مَهْوُوس	مهووس	adj	2635	َ
12213	نَهْرِيّ	نهري	adj	2634	َ
12219	مُمَوَّل	ممول	adj	2630	َ
12221	فاحِش	فاحش	adj	2628	َ
12228	سُكَّرِيّ	سكري	adj	2624	َ
12233	مُسْتَعِين	مستعين	adj	2621	َ
12234	كَعْبِيّ	كعبي	adj	2621	َ
12260	مَسْحُوق	مسحوق	adj	2604	َ
12264	عَجِيل	عجيل	adj	2601	َ
12266	لَذِيذ	لذيذ	adj	2600	َ
12269	مَحْسُوس	محسوس	adj	2596	َ
12271	تُوتالِيتارِيّ	توتاليتاري	adj	2594	َ
12278	مُقْتَبَس	مقتبس	adj	2591	َ
12280	خُرافِيّ	خرافي	adj	2589	َ
12284	سَحِيق	سحيق	adj	2587	َ
12288	مُنصَبّ	منصب	adj	2584	َ
12290	مُزايِد	مزايد	adj	2582	َ
12295	مَسْتُور	مستور	adj	2581	َ
12302	هَزْلِيّ	هزلي	adj	2579	َ
12305	مُتَحَوِّل	متحول	adj	2577	َ
12307	راجِع	راجع	adj	2576	َ
12315	مُسْتَسْلِم	مستسلم	adj	2571	َ
12329	ظَلامِيّ	ظلامي	adj	2563	َ
12336	قَصِف	قصف	adj	2561	َ
12339	عابِث	عابث	adj	2560	َ
12345	كِلْوِيّ	كلوي	adj	2557	َ
12347	إِعْدادِيّ	إعدادي	adj	2557	َ
12350	أَنانِيّ	أناني	adj	2554	َ
12354	مُنْسَحِب	منسحب	adj	2552	َ
12355	مُعْتَزِل	معتزل	adj	2552	َ
12357	دَسِم	دسم	adj	2552	َ
12364	أُسَرِيّ	أسري	adj	2548	َ
12370	داهِي	داهي	adj	2543	َ
12375	مُتَفَهِّم	متفهم	adj	2539	َ
12378	تَفاعُلِيّ	تفاعلي	adj	2538	َ
12380	لَصِيق	لصيق	adj	2538	َ
12383	مُهَذَّب	مهذب	adj	2537	َ
12392	مُمَهَّد	ممهد	adj	2533	َ
12410	زَلِق	زلق	adj	2524	َ
12418	ترِينِيدادِيّ	ترينيدادي	adj	2520	َ
12423	أَدْهَم	أدهم	adj	2519	َ
12427	باسكِيّ	باسكي	adj	2518	َ
12430	مُعاقَب	معاقب	adj	2515	َ
12437	راكِد	راكد	adj	2512	َ
12444	يافِع	يافع	adj	2509	َ
12451	مَنْظُوم	منظوم	adj	2507	َ
12452	رَعائِيّ	رعائي	adj	2506	َ
12453	مُفَكَّك	مفكك	adj	2506	َ
12458	مَشُوب	مشوب	adj	2504	َ
12460	جَهَنَّمِيّ	جهنمي	adj	2503	َ
12466	شارُونِيّ	شاروني	adj	2500	َ
12471	مُتَعالِي	متعالي	adj	2495	َ
12472	مَحْمُود	محمود	adj	2495	َ
12479	مُتَفَشِّي	متفشي	adj	2491	َ
12483	إِثْنِيّ	إثني	adj	2488	َ
12489	مَذْعُور	مذعور	adj	2485	َ
12494	بَشْتُونِيّ	بشتوني	adj	2484	َ
12495	خَلّاب	خلاب	adj	2484	َ
12496	مُقَرَّن	مقرن	adj	2483	َ
12502	فاجِع	فاجع	adj	2481	َ
12504	نافِر	نافر	adj	2480	َ
12509	مَسْعُود	مسعود	adj	2477	َ
12510	طَرابُلْسِيّ	طرابلسي	adj	2477	َ
12511	مُمْتَنِع	ممتنع	adj	2477	َ
12518	حافِي	حافي	adj	2473	َ
12522	رَتِيب	رتيب	adj	2471	َ
12523	شَجِر	شجر	adj	2470	َ
12526	مُغَلَّف	مغلف	adj	2469	َ
12529	مُسْتَنْسَخ	مستنسخ	adj	2467	َ
12536	رَيِّح	ريح	adj	2463	َ
12538	مُعْوِز	معوز	adj	2463	َ
12545	فَتِيّ	فتي	adj	2460	َ
12554	سائِر	سائر	adj	2453	َ
12555	مُعَبَّأ	معبأ	adj	2452	َ
12560	مَقْدُور	مقدور	adj	2447	َ
12561	غَضْبان	غضبان	adj	2447	َ
12563	جُرْمِيّ	جرمي	adj	2446	َ
12566	مُحَلَّى	محلى	adj	2445	َ
12573	غَلِيظ	غليظ	adj	2442	َ
12574	طالِبانِيّ	طالباني	adj	2442	َ
12582	كَفْء	كفء	adj	2439	َ
12590	جَرْدِيّ	جردي	adj	2433	َ
12591	شِراعِيّ	شراعي	adj	2433	َ
12593	عَظْمِيّ	عظمي	adj	2431	َ
12597	جَدَلِيّ	جدلي	adj	2428	َ
12605	رِوْشَة	روشة	adj	2425	َ
12615	سَعْدِيّ	سعدي	adj	2419	َ
12628	قَحْلاء	قحلاء	adj	2412	َ
12638	مُتَحَجِّر	متحجر	adj	2408	َ
12639	فَضِيل	فضيل	adj	2408	َ
12641	زِلْزالِيّ	زلزالي	adj	2407	َ
12645	أَزْوَر	أزور	adj	2404	َ
12651	حَرَم	حرم	adj	2401	َ
12652	عُنْفِيّ	عنفي	adj	2400	َ
12657	إِجْبارِيّ	إجباري	adj	2398	َ
12658	اِنْطِباعِيّ	انطباعي	adj	2398	َ
12671	مُخاطِر	مخاطر	adj	2392	َ
12672	تِلِفُونِيّ	تلفوني	adj	2392	َ
12675	فَخّارِيّ	فخاري	adj	2391	َ
12676	مَدَوِيّ	مدوي	adj	2390	َ
12680	هَضْمِيّ	هضمي	adj	2388	َ
12686	مُخَيِّم	مخيم	adj	2386	َ
12701	مُفارِق	مفارق	adj	2376	َ
12711	مَفْضُوح	مفضوح	adj	2371	َ
12729	اِخْتِبارِيّ	اختباري	adj	2361	َ
12733	نابِي	نابي	adj	2359	َ
12734	خائِب	خائب	adj	2358	َ
12735	طُفُولِيّ	طفولي	adj	2358	َ
12736	بُرْكانِيّ	بركاني	adj	2358	َ
12741	مَدارِيّ	مداري	adj	2355	َ
12746	باسِم	باسم	adj	2352	َ
12747	تَكامُلِيّ	تكاملي	adj	2351	َ
12761	مَقْسُوم	مقسوم	adj	2346	َ
12764	مَضْغُوط	مضغوط	adj	2345	َ
12769	كُنْفِدرالِيّ	كنفدرالي	adj	2342	َ
12774	تَأْمِينِيّ	تأميني	adj	2340	َ
12777	مُذَهَّب	مذهب	adj	2339	َ
12781	مَزْرَعانِيّ	مزرعاني	adj	2337	َ
12784	مُشْتَغِل	مشتغل	adj	2336	َ
12802	ساجِد	ساجد	adj	2329	َ
12807	رَحِيم	رحيم	adj	2326	َ
12812	مَخْزِيّ	مخزي	adj	2323	َ
12822	مُوازِن	موازن	adj	2318	َ
12837	أَخْرَق	أخرق	adj	2309	َ
12839	شَرِيد	شريد	adj	2308	َ
12844	مُتَناسِب	متناسب	adj	2306	َ
12847	أَمِيرِيّ	أميري	adj	2305	َ
12854	مُنْغَلِق	منغلق	adj	2303	َ
12855	دُرِّيّ	دري	adj	2302	َ
12857	نَعِيم	نعيم	adj	2301	َ
12862	مُشاكِس	مشاكس	adj	2299	َ
12867	شَقِيّ	شقي	adj	2296	َ
12876	غَدّار	غدار	adj	2291	َ
12883	مُلْتَصِق	ملتصق	adj	2288	َ
12890	نَفْسانِيّ	نفساني	adj	2286	َ
12897	مُتَرامِي	مترامي	adj	2282	َ
12900	جاثِم	جاثم	adj	2279	َ
12902	شَرّاب	شراب	adj	2276	َ
12904	دارِي	داري	adj	2274	َ
12911	وارِث	وارث	adj	2270	َ
12915	مَكانِيّ	مكاني	adj	2269	َ
12918	مُلْتَوِي	ملتوي	adj	2266	َ
12919	هَوّارِيّ	هواري	adj	2266	َ
12920	مُطارَد	مطارد	adj	2266	َ
12939	قاصِي	قاصي	adj	2257	َ
12951	مُتَجَمِّد	متجمد	adj	2251	َ
12959	تَقْرِيرِيّ	تقريري	adj	2249	َ
12960	اِسْتِعْجالِيّ	استعجالي	adj	2248	َ
12962	باتِر	باتر	adj	2247	َ
12969	مُتَطَلِّع	متطلع	adj	2244	َ
12974	مُشَغَّل	مشغل	adj	2241	َ
12977	غَرامِيّ	غرامي	adj	2239	َ
12983	تَكْوِينِيّ	تكويني	adj	2235	َ
12987	نَفِيّ	نفي	adj	2234	َ
12991	اِسْتِنْسابِيّ	استنسابي	adj	2232	َ
12994	مُلْحِد	ملحد	adj	2230	َ
12995	مُلْغَى	ملغى	adj	2229	َ
12997	مُفْلِس	مفلس	adj	2228	َ
12999	عَقُول	عقول	adj	2226	َ
13000	تَتَر	تتر	adj	2226	َ
13006	دارِيّ	داري	adj	2224	َ
13007	مَقِيت	مقيت	adj	2223	َ
13022	يَقِين	يقين	adj	2217	َ
13028	شَرَفِيّ	شرفي	adj	2215	َ
13029	مُراقَب	مراقب	adj	2215	َ
13035	لاحّ	لاح	adj	2212	َ
13041	خَشِن	خشن	adj	2210	َ
13043	أَبَوِيّ	أبوي	adj	2210	َ
13054	مُعْتَمّ	معتم	adj	2205	َ
13062	غائِم	غائم	adj	2198	َ
13074	مُتَزَمِّت	متزمت	adj	2193	َ
13075	كَفِيّ	كفي	adj	2192	َ
13083	مَحْكِيّ	محكي	adj	2188	َ
13093	دُهْنِيّ	دهني	adj	2184	َ
13094	شَيِّق	شيق	adj	2184	َ
13095	مُتَحَقِّق	متحقق	adj	2183	َ
13101	تراجِيدِيّ	تراجيدي	adj	2179	َ
13105	مَبْتُور	مبتور	adj	2177	َ
13112	اِعْتِباطِيّ	اعتباطي	adj	2173	َ
13114	شَيْبانِيّ	شيباني	adj	2173	َ
13117	صَمِت	صمت	adj	2172	َ
13120	ظَفِر	ظفر	adj	2172	َ
13121	شاكِي	شاكي	adj	2172	َ
13124	رَهِيف	رهيف	adj	2170	َ
13125	زاعِم	زاعم	adj	2169	َ
13143	مُنْدَمِج	مندمج	adj	2160	َ
13145	إِمْبِرِيالِيّ	إمبريالي	adj	2159	َ
13156	مُلِمّ	ملم	adj	2154	َ
13160	عَسَلِيّ	عسلي	adj	2150	َ
13169	مُنَسَّق	منسق	adj	2145	َ
13170	مَحْشُوّ	محشو	adj	2145	َ
13173	مَرْدُود	مردود	adj	2144	َ
13177	مَقْلُوب	مقلوب	adj	2142	َ
13183	مَنْقُوش	منقوش	adj	2140	َ
13189	إِرِيترِيّ	إريتري	adj	2138	َ
13192	مُناوِر	مناور	adj	2137	َ
13197	مُسَيِّر	مسير	adj	2136	َ
13209	مَكْبُوت	مكبوت	adj	2131	َ
13214	مُتَنَزِّه	متنزه	adj	2128	َ
13226	مُتَفاعِل	متفاعل	adj	2122	َ
13230	عُشْبِيّ	عشبي	adj	2119	َ
13241	مُتَفاوِض	متفاوض	adj	2116	َ
13248	إِمْبِراطُورِيّ	إمبراطوري	adj	2113	َ
13249	دارّ	دار	adj	2112	َ
13252	مُتَّزِن	متزن	adj	2111	َ
13253	مُتَعادِل	متعادل	adj	2111	َ
13259	أَشْعَر	أشعر	adj	2108	َ
13260	قُسْطَنْطِينِيّ	قسطنطيني	adj	2108	َ
13263	مُنَقِّب	منقب	adj	2106	َ
13278	مُخْتَفِي	مختفي	adj	2098	َ
13280	مَلِيح	مليح	adj	2096	َ
13286	أَخِصّائِيّ	أخصائي	adj	2093	َ
13291	أَثِير	أثير	adj	2090	َ
13294	طِينِيّ	طيني	adj	2089	َ
13298	مُتَمَكِّن	متمكن	adj	2085	َ
13305	مُعْدَى	معدى	adj	2082	َ
13323	هِسْتِيرِيّ	هستيري	adj	2075	َ
13335	مُعْتَمِد	معتمد	adj	2069	َ
13336	شَتّ	شت	adj	2069	َ
13339	مَنْبُوذ	منبوذ	adj	2068	َ
13341	مُقارِب	مقارب	adj	2067	َ
13342	كُحُولِيّ	كحولي	adj	2067	َ
13346	نافِق	نافق	adj	2065	َ
13347	مُعَمَّم	معمم	adj	2065	َ
13354	هِلالِيّ	هلالي	adj	2064	َ
13366	مُتَكَوِّن	متكون	adj	2058	َ
13368	تَجْمِيلِيّ	تجميلي	adj	2057	َ
13385	جُناحِيّ	جناحي	adj	2050	َ
13387	أُفُقِيّ	أفقي	adj	2049	َ
13388	وَخِيم	وخيم	adj	2049	َ
13392	تَمِيمِيّ	تميمي	adj	2046	َ
13397	ضِدِّيّ	ضدي	adj	2045	َ
13403	مُتَقاتِل	متقاتل	adj	2043	َ
13405	رَشِيق	رشيق	adj	2041	َ
13407	دَفِيء	دفيء	adj	2039	َ
13408	عَطِر	عطر	adj	2039	َ
13410	غافِل	غافل	adj	2038	َ
13422	مَلْعُون	ملعون	adj	2035	َ
13424	سائِب	سائب	adj	2034	َ
13433	شَبَكِيّ	شبكي	adj	2030	َ
13437	شَحِيم	شحيم	adj	2029	َ
13453	مُتَنَوِّر	متنور	adj	2022	َ
13455	كَنْعانِيّ	كنعاني	adj	2022	َ
13456	بَيُّوت	بيوت	adj	2022	َ
13472	مُغَفَّل	مغفل	adj	2014	َ
13477	مَوْزُون	موزون	adj	2012	َ
13478	جِبائِيّ	جبائي	adj	2011	َ
13481	مُعْدِم	معدم	adj	2010	َ
13485	صَعِيدِيّ	صعيدي	adj	2008	َ
13486	ساقِط	ساقط	adj	2008	َ
13492	مُتَسَلِّح	متسلح	adj	2005	َ
13496	إِنْجِيلِيّ	إنجيلي	adj	2003	َ
13513	بالِغ	بالغ	adj	1996	َ
13518	دَنِيء	دنيء	adj	1996	َ
13519	اِنْعِزالِيّ	انعزالي	adj	1996	َ
13525	مُطْبَق	مطبق	adj	1992	َ
13528	مُلاصِق	ملاصق	adj	1991	َ
13533	ذائِع	ذائع	adj	1988	َ
13538	تَراتُبِيّ	تراتبي	adj	1986	َ
13544	دَخِيل	دخيل	adj	1983	َ
13547	عازِب	عازب	adj	1981	َ
13548	صَواب	صواب	adj	1981	َ
13549	مُتَشَبِّث	متشبث	adj	1981	َ
13550	مَسْلَكِيّ	مسلكي	adj	1981	َ
13554	شُعَبِيّ	شعبي	adj	1980	َ
13561	نَصِّيّ	نصي	adj	1979	َ
13579	مُتَماثِل	متماثل	adj	1974	َ
13581	مُظَهِّر	مظهر	adj	1973	َ
13586	خَصِيب	خصيب	adj	1970	َ
13587	تَقْرِيبِيّ	تقريبي	adj	1969	َ
13593	مُفَبْرَك	مفبرك	adj	1965	َ
13603	تِبْنِيّ	تبني	adj	1960	َ
13605	مُتَوَخَّى	متوخى	adj	1959	َ
13607	كَلْدانِيّ	كلداني	adj	1959	َ
13609	مَكْفُول	مكفول	adj	1958	َ
13615	مَنْسُوب	منسوب	adj	1956	َ
13617	اِعْتِقادِيّ	اعتقادي	adj	1955	َ
13618	مُتَحَيِّز	متحيز	adj	1955	َ
13621	مَظْنُون	مظنون	adj	1954	َ
13622	دارِج	دارج	adj	1954	َ
13626	فاتِر	فاتر	adj	1953	َ
13633	قاهِرِيّ	قاهري	adj	1950	َ
13634	أُوتُوماتِيكِيّ	أوتوماتيكي	adj	1950	َ
13641	مُجَفَّف	مجفف	adj	1947	َ
13642	مُغَيَّب	مغيب	adj	1947	َ
13650	مَهْدُور	مهدور	adj	1945	َ
13652	مُوَقَّر	موقر	adj	1944	َ
13654	مُضايِق	مضايق	adj	1944	َ
13656	تَعْرِيفِيّ	تعريفي	adj	1943	َ
13658	غَرِيزِيّ	غريزي	adj	1943	َ
13662	مَشْنُوق	مشنوق	adj	1941	َ
13664	تَبْشِيرِيّ	تبشيري	adj	1940	َ
13666	مَسِيح	مسيح	adj	1940	َ
13672	حَنَفِيّ	حنفي	adj	1938	َ
13680	عَرِيف	عريف	adj	1933	َ
13682	مُسْفِر	مسفر	adj	1933	َ
13683	مُهَرِّج	مهرج	adj	1932	َ
13688	خُمَيْنِيّ	خميني	adj	1931	َ
13689	مُهْتَرِئ	مهترئ	adj	1931	َ
13697	سَمِيح	سميح	adj	1928	َ
13710	مُصْطَفَى	مصطفى	adj	1920	َ
13711	لاتْفِيّ	لاتفي	adj	1918	َ
13713	عَزِيزِيّ	عزيزي	adj	1918	َ
13715	ذَلِيل	ذليل	adj	1917	َ
13719	مُرْتَجَل	مرتجل	adj	1915	َ
13725	مُدَقَّق	مدقق	adj	1912	َ
13729	حَشَرِيّ	حشري	adj	1911	َ
13730	وَقْتِيّ	وقتي	adj	1911	َ
13737	سَوْداوِيّ	سوداوي	adj	1906	َ
13742	تَنازُلِيّ	تنازلي	adj	1904	َ
13745	مُنْتَقَى	منتقى	adj	1903	َ
13749	مُتَصَدِّع	متصدع	adj	1902	َ
13756	فُلانِيّ	فلاني	adj	1899	َ
13770	مُعَبَّر	معبر	adj	1892	َ
13778	مُشَوَّق	مشوق	adj	1890	َ
13793	حامِض	حامض	adj	1884	َ
13802	سُفْلِيّ	سفلي	adj	1882	َ
13810	باي	باي	adj	1879	َ
13812	رِجالِيّ	رجالي	adj	1879	َ
13814	باطِنِيّ	باطني	adj	1878	َ
13820	اِعْتِبارِيّ	اعتباري	adj	1877	َ
13822	تَناسُلِيّ	تناسلي	adj	1875	َ
13825	مُقَطَّع	مقطع	adj	1874	َ
13826	يَزِيدِيّ	يزيدي	adj	1874	َ
13828	مُتَقاطِع	متقاطع	adj	1873	َ
13837	مُرْبِك	مربك	adj	1870	َ
13839	إِشْكالِيّ	إشكالي	adj	1870	َ
13840	سالِب	سالب	adj	1869	َ
13843	مِيتافِيزِيقِيّ	ميتافيزيقي	adj	1868	َ
13846	قَمِن	قمن	adj	1867	َ
13853	مُتَقابِل	متقابل	adj	1866	َ
13860	وَرِش	ورش	adj	1863	َ
13863	رِيبِيّ	ريبي	adj	1863	َ
13866	مَفْصُول	مفصول	adj	1862	َ
13873	جَوابِيّ	جوابي	adj	1859	َ
13875	مُعَرْقِل	معرقل	adj	1857	َ
13885	فَوْزِيّ	فوزي	adj	1853	َ
13886	مَجْرُوح	مجروح	adj	1852	َ
13892	مَذْبُوح	مذبوح	adj	1849	َ
13898	مائِل	مائل	adj	1848	َ
13908	نازِف	نازف	adj	1845	َ
13915	مُشاهَد	مشاهد	adj	1843	َ
13916	ساكِت	ساكت	adj	1843	َ
13917	غَوْغائِيّ	غوغائي	adj	1842	َ
13925	سُخْن	سخن	adj	1839	َ
13927	مُعَبَّد	معبد	adj	1838	َ
13932	مَعّار	معار	adj	1837	َ
13951	مُساكِن	مساكن	adj	1830	َ
13952	مُتَخَفِّي	متخفي	adj	1830	َ
13955	مَرّاكِشِيّ	مراكشي	adj	1829	َ
13957	مَحْجُوب	محجوب	adj	1829	َ
13966	مُطِيع	مطيع	adj	1826	َ
13974	مَمْلُوكِيّ	مملوكي	adj	1824	َ
13986	عَقِيقِيّ	عقيقي	adj	1821	َ
13992	مَكْتُوم	مكتوم	adj	1820	َ
13993	حَمَوِيّ	حموي	adj	1819	َ
14003	آسِي	آسي	adj	1815	َ
14011	مُرَبَّى	مربى	adj	1813	َ
14016	قَلُوب	قلوب	adj	1811	َ
14027	إِنْشائِيّ	إنشائي	adj	1808	َ
14029	أَزَلِيّ	أزلي	adj	1807	َ
14034	مُتَعَنِّت	متعنت	adj	1804	َ
14038	رَغِيد	رغيد	adj	1803	َ
14046	فِيدْجِيّ	فيدجي	adj	1800	َ
14057	مَعْكُوس	معكوس	adj	1796	َ
14072	يَمانِيّ	يماني	adj	1790	َ
14095	مُغَذِّي	مغذي	adj	1781	َ
14105	مُتَراصّ	متراص	adj	1775	َ
14109	واهِم	واهم	adj	1773	َ
14117	نَسِيّ	نسي	adj	1771	َ
14118	تَوْثِيقِيّ	توثيقي	adj	1771	َ
14120	رُومَنْطِيقِيّ	رومنطيقي	adj	1770	َ
14122	مُناط	مناط	adj	1770	َ
14123	مَلْحَمِيّ	ملحمي	adj	1768	َ
14126	حَبْرِيّ	حبري	adj	1768	َ
14129	مُنْتَحِر	منتحر	adj	1766	َ
14132	أَسَكّ	أسك	adj	1765	َ
14137	مُناوِي	مناوي	adj	1764	َ
14138	تَبَعِيّ	تبعي	adj	1763	َ
14151	حَكَواتِيّ	حكواتي	adj	1760	َ
14158	زائِل	زائل	adj	1758	َ
14161	حُسُوم	حسوم	adj	1758	َ
14166	يَعْقُوبِيّ	يعقوبي	adj	1757	َ
14167	مُسْتَحَبّ	مستحب	adj	1756	َ
14180	لامَحْدُود	لامحدود	adj	1753	َ
14183	كادِح	كادح	adj	1753	َ
